299,12,127,26.08,10/01/2018 14:24,,0
304,9,284,353.6,10/01/2018 18:24,,0
306,2,351,371.93,10/01/2018 20:00,,0
314,14,338,41.27,11/01/2018 1:48,,0
325,4,177,361.25,11/01/2018 8:24,,0
333,7,385,41.54,11/01/2018 13:12,,0
341,2,78,405.42,11/01/2018 18:00,,0
343,8,106,317.14,11/01/2018 19:12,,0
358,9,42,148.14,12/01/2018 5:57,,0
359,3,338,417.3,12/01/2018 6:48,,0
244,9,151,101.04,09/01/2018 0:00,11/01/2018 6:13,1
245,8,53,175.93,09/01/2018 0:38,10/01/2018 21:54,1
247,4,354,333.85,09/01/2018 1:54,10/01/2018 10:59,1
248,14,358,421.12,09/01/2018 2:32,11/01/2018 12:10,1
249,4,139,403.38,09/01/2018 3:10,10/01/2018 22:46,1
250,13,98,59.11,09/01/2018 3:48,11/01/2018 4:30,1
254,8,36,278.58,09/01/2018 6:20,10/01/2018 17:40,1
255,10,150,415.7,09/01/2018 6:58,11/01/2018 5:28,1
256,5,163,213.01,09/01/2018 7:36,11/01/2018 9:39,1
257,8,237,107,09/01/2018 8:14,10/01/2018 10:36,1
258,13,376,346.9,09/01/2018 8:52,11/01/2018 11:39,1
260,6,295,60.27,09/01/2018 10:08,11/01/2018 6:30,1
262,12,38,404.5,09/01/2018 11:24,10/01/2018 19:37,1
264,5,201,202.13,09/01/2018 12:40,10/01/2018 12:49,1
265,1,352,341.27,09/01/2018 13:18,10/01/2018 17:04,1
267,4,247,80.68,09/01/2018 14:34,11/01/2018 4:42,1
269,12,163,354.64,09/01/2018 15:50,11/01/2018 8:46,1
270,5,195,205.09,09/01/2018 16:28,12/01/2018 1:58,1
271,8,262,378.31,09/01/2018 17:06,11/01/2018 5:21,1
272,3,44,326.51,09/01/2018 17:44,11/01/2018 11:41,1
274,2,105,52.64,09/01/2018 19:00,11/01/2018 10:34,1
276,2,147,432.04,09/01/2018 20:16,11/01/2018 23:22,1
278,2,330,27.38,09/01/2018 21:32,11/01/2018 13:19,1
279,1,175,62.17,09/01/2018 22:10,12/01/2018 5:13,1
280,13,47,249.09,09/01/2018 22:48,11/01/2018 17:40,1
281,7,52,227.96,09/01/2018 23:26,11/01/2018 16:12,1
282,1,314,385.59,10/01/2018 0:48,11/01/2018 14:13,1
285,13,346,234.57,10/01/2018 3:12,11/01/2018 9:55,1
286,9,123,166.09,10/01/2018 4:00,11/01/2018 11:34,1
288,12,232,159.88,10/01/2018 5:36,11/01/2018 12:46,1
289,8,31,74.43,10/01/2018 6:24,11/01/2018 15:10,1
290,12,132,307.94,10/01/2018 7:12,12/01/2018 2:58,1
292,12,192,157.08,10/01/2018 8:48,11/01/2018 18:35,1
293,2,307,296.92,10/01/2018 9:36,11/01/2018 11:04,1
294,6,396,147.54,10/01/2018 10:24,11/01/2018 16:59,1
295,2,385,358.77,10/01/2018 11:12,12/01/2018 13:43,1
296,11,49,225.59,10/01/2018 12:00,13/01/2018 1:17,1
297,1,381,26.11,10/01/2018 12:48,12/01/2018 12:28,1
300,9,242,36.53,10/01/2018 15:12,11/01/2018 19:49,1
301,4,132,450.44,10/01/2018 16:00,13/01/2018 6:55,1
302,8,92,90.63,10/01/2018 16:48,12/01/2018 16:29,1
303,1,389,417.7,10/01/2018 17:36,13/01/2018 4:44,1
305,7,305,449.02,10/01/2018 19:12,13/01/2018 3:22,1
308,2,217,96.26,10/01/2018 21:36,13/01/2018 5:29,1
309,14,135,389.13,10/01/2018 22:24,12/01/2018 10:42,1
310,10,203,204.64,10/01/2018 23:12,12/01/2018 22:17,1
311,14,247,351.64,11/01/2018 0:00,13/01/2018 15:01,1
312,1,123,124.65,11/01/2018 0:36,12/01/2018 20:28,1
315,6,53,402.35,11/01/2018 2:24,13/01/2018 14:32,1
316,1,108,338.43,11/01/2018 3:00,12/01/2018 12:47,1
317,13,308,263.99,11/01/2018 3:36,12/01/2018 16:43,1
318,1,369,438.25,11/01/2018 4:12,13/01/2018 1:55,1
319,11,168,197.87,11/01/2018 4:48,13/01/2018 5:07,1
320,3,338,370.95,11/01/2018 5:24,12/01/2018 12:58,1
322,10,384,414.17,11/01/2018 6:36,13/01/2018 7:50,1
323,9,154,358.8,11/01/2018 7:12,13/01/2018 1:02,1
324,7,335,233.79,11/01/2018 7:48,13/01/2018 19:35,1
326,9,397,263.63,11/01/2018 9:00,13/01/2018 23:57,1
327,3,224,38.53,11/01/2018 9:36,13/01/2018 7:44,1
329,3,106,253.3,11/01/2018 10:48,12/01/2018 13:18,1
330,3,360,418.91,11/01/2018 11:24,12/01/2018 17:30,1
331,13,238,133.63,11/01/2018 12:00,13/01/2018 8:35,1
332,4,60,106.25,11/01/2018 12:36,13/01/2018 21:16,1
334,2,22,238.91,11/01/2018 13:48,14/01/2018 7:25,1
336,10,295,140.11,11/01/2018 15:00,13/01/2018 12:13,1
337,3,22,238.25,11/01/2018 15:36,13/01/2018 0:30,1
338,10,286,145.62,11/01/2018 16:12,14/01/2018 8:39,1
339,2,287,273.76,11/01/2018 16:48,14/01/2018 7:42,1
340,11,237,236.79,11/01/2018 17:24,12/01/2018 21:45,1
342,7,396,25.49,11/01/2018 18:36,14/01/2018 6:26,1
345,3,345,382.46,11/01/2018 20:24,13/01/2018 19:03,1
346,13,235,326.82,11/01/2018 21:00,13/01/2018 8:39,1
347,12,33,209.86,11/01/2018 21:36,14/01/2018 6:26,1
348,9,76,226.09,11/01/2018 22:12,13/01/2018 2:11,1
349,1,361,354.9,11/01/2018 22:48,13/01/2018 8:42,1
351,10,79,422.88,12/01/2018 0:00,13/01/2018 11:10,1
352,8,211,52.68,12/01/2018 0:51,14/01/2018 17:24,1
353,6,220,180.74,12/01/2018 1:42,14/01/2018 17:25,1
354,14,233,255.63,12/01/2018 2:33,14/01/2018 13:39,1
355,13,165,163.21,12/01/2018 3:24,13/01/2018 16:21,1
357,7,393,165.38,12/01/2018 5:06,13/01/2018 21:19,1
360,5,334,288.8,12/01/2018 7:39,13/01/2018 18:55,1
372,5,305,346.64,12/01/2018 17:51,,0
377,1,269,182.36,12/01/2018 22:06,,0
387,2,302,375.11,13/01/2018 7:36,,0
393,5,44,85.19,13/01/2018 13:18,,0
397,10,356,278.02,13/01/2018 17:06,,0
407,14,361,322.94,14/01/2018 1:48,,0
408,4,246,386.37,14/01/2018 2:24,,0
409,4,168,243.75,14/01/2018 3:00,,0
419,4,298,104.57,14/01/2018 9:00,,0
420,13,54,36.25,14/01/2018 9:36,,0
426,1,115,352.82,14/01/2018 13:12,,0
449,10,137,40.31,15/01/2018 3:05,,0
450,9,256,269.79,15/01/2018 3:42,,0
451,6,190,110.09,15/01/2018 4:19,,0
452,3,211,216.77,15/01/2018 4:56,,0
454,14,78,441.42,15/01/2018 6:10,,0
458,8,35,145.98,15/01/2018 8:38,,0
459,3,233,436.33,15/01/2018 9:15,,0
461,5,236,441.42,15/01/2018 10:29,,0
474,3,366,167.42,15/01/2018 18:30,,0
475,12,14,28.23,15/01/2018 19:07,,0
363,2,50,144.77,12/01/2018 10:12,15/01/2018 1:05,1
364,12,221,364.68,12/01/2018 11:03,14/01/2018 2:28,1
365,10,223,329.43,12/01/2018 11:54,13/01/2018 14:33,1
366,3,237,379.61,12/01/2018 12:45,15/01/2018 1:19,1
367,13,361,427.39,12/01/2018 13:36,14/01/2018 4:27,1
368,3,316,202.05,12/01/2018 14:27,14/01/2018 20:26,1
370,11,268,443.62,12/01/2018 16:09,14/01/2018 3:15,1
371,11,326,411.09,12/01/2018 17:00,14/01/2018 22:45,1
373,6,150,277.01,12/01/2018 18:42,15/01/2018 8:01,1
374,7,11,79.97,12/01/2018 19:33,15/01/2018 0:05,1
375,11,251,226.15,12/01/2018 20:24,14/01/2018 18:00,1
378,5,332,377.75,12/01/2018 22:57,15/01/2018 5:41,1
379,8,82,47.14,12/01/2018 23:48,15/01/2018 17:03,1
380,8,43,83.22,13/01/2018 0:57,15/01/2018 1:06,1
381,7,7,356.33,13/01/2018 1:54,15/01/2018 5:48,1
382,4,242,130.87,13/01/2018 2:51,15/01/2018 14:42,1
384,4,365,295.2,13/01/2018 4:45,14/01/2018 5:34,1
385,1,244,249.23,13/01/2018 5:42,14/01/2018 15:45,1
386,7,287,444.54,13/01/2018 6:39,15/01/2018 1:27,1
388,1,240,170.98,13/01/2018 8:33,15/01/2018 13:28,1
389,4,232,374.97,13/01/2018 9:30,15/01/2018 12:28,1
390,13,329,77.36,13/01/2018 10:27,14/01/2018 11:31,1
392,7,371,134.87,13/01/2018 12:21,15/01/2018 3:24,1
394,7,117,74.56,13/01/2018 14:15,15/01/2018 4:50,1
395,8,177,167.33,13/01/2018 15:12,14/01/2018 18:50,1
396,8,392,329.92,13/01/2018 16:09,15/01/2018 0:25,1
398,12,38,165.33,13/01/2018 18:03,15/01/2018 18:41,1
400,10,278,425.78,13/01/2018 19:57,16/01/2018 7:05,1
401,13,121,132.63,13/01/2018 20:54,16/01/2018 7:50,1
402,10,167,365.77,13/01/2018 21:51,15/01/2018 4:24,1
403,9,39,378.48,13/01/2018 22:48,15/01/2018 7:58,1
404,2,343,233.11,13/01/2018 23:45,15/01/2018 4:55,1
406,1,324,146.42,14/01/2018 1:12,15/01/2018 15:01,1
410,13,114,82.94,14/01/2018 3:36,16/01/2018 16:40,1
411,10,117,71.73,14/01/2018 4:12,15/01/2018 9:57,1
412,3,142,182.21,14/01/2018 4:48,15/01/2018 23:33,1
413,3,141,228.16,14/01/2018 5:24,16/01/2018 18:21,1
414,4,286,426.55,14/01/2018 6:00,16/01/2018 10:21,1
416,14,143,410.19,14/01/2018 7:12,15/01/2018 20:44,1
417,9,364,157.12,14/01/2018 7:48,15/01/2018 23:12,1
418,14,117,265.09,14/01/2018 8:24,16/01/2018 0:47,1
421,5,287,259.81,14/01/2018 10:12,15/01/2018 14:31,1
422,14,26,387.48,14/01/2018 10:48,16/01/2018 1:27,1
424,14,71,208.69,14/01/2018 12:00,16/01/2018 17:15,1
425,12,273,149.43,14/01/2018 12:36,16/01/2018 20:34,1
427,14,165,46.44,14/01/2018 13:48,17/01/2018 5:44,1
428,5,216,200.7,14/01/2018 14:24,17/01/2018 6:45,1
429,8,200,291.36,14/01/2018 15:00,17/01/2018 2:35,1
431,7,271,433.38,14/01/2018 16:12,16/01/2018 16:48,1
432,11,375,155.52,14/01/2018 16:48,16/01/2018 8:17,1
433,9,168,197.28,14/01/2018 17:24,16/01/2018 14:33,1
434,7,368,88.73,14/01/2018 18:00,16/01/2018 8:07,1
435,8,35,302.3,14/01/2018 18:36,15/01/2018 19:18,1
436,8,311,48.65,14/01/2018 19:12,17/01/2018 1:46,1
438,5,73,26.37,14/01/2018 20:24,15/01/2018 21:31,1
439,2,362,178.71,14/01/2018 21:00,16/01/2018 1:44,1
440,7,22,155.96,14/01/2018 21:36,16/01/2018 1:19,1
441,13,154,73.67,14/01/2018 22:12,16/01/2018 19:38,1
442,1,99,392.22,14/01/2018 22:48,16/01/2018 19:24,1
444,14,51,352.84,15/01/2018 0:00,16/01/2018 0:34,1
445,11,104,328.56,15/01/2018 0:37,16/01/2018 18:01,1
446,10,95,439.22,15/01/2018 1:14,16/01/2018 5:28,1
447,12,281,380.28,15/01/2018 1:51,16/01/2018 21:54,1
448,2,250,317.75,15/01/2018 2:28,16/01/2018 18:44,1
455,9,35,435.1,15/01/2018 6:47,17/01/2018 15:47,1
456,11,238,35.09,15/01/2018 7:24,16/01/2018 8:21,1
457,14,390,210.35,15/01/2018 8:01,16/01/2018 17:49,1
460,9,199,27.92,15/01/2018 9:52,16/01/2018 18:36,1
462,8,109,186.51,15/01/2018 11:06,16/01/2018 12:16,1
463,9,12,95.17,15/01/2018 11:43,17/01/2018 15:22,1
465,4,36,71.61,15/01/2018 12:57,16/01/2018 13:11,1
466,3,200,287.71,15/01/2018 13:34,17/01/2018 1:02,1
467,13,339,187.28,15/01/2018 14:11,17/01/2018 20:22,1
468,14,297,120.1,15/01/2018 14:48,16/01/2018 20:24,1
469,11,110,29.03,15/01/2018 15:25,17/01/2018 8:07,1
471,3,210,174.67,15/01/2018 16:39,17/01/2018 1:26,1
472,5,285,142.09,15/01/2018 17:16,17/01/2018 22:03,1
473,14,203,228.7,15/01/2018 17:53,17/01/2018 11:19,1
476,4,355,369.21,15/01/2018 19:44,17/01/2018 3:37,1
477,9,317,348.38,15/01/2018 20:21,17/01/2018 8:02,1
479,13,304,322.26,15/01/2018 21:35,18/01/2018 1:21,1
480,2,315,178.89,15/01/2018 22:12,17/01/2018 13:23,1
501,7,273,171.98,16/01/2018 10:27,,0
506,7,303,157.23,16/01/2018 13:12,,0
507,10,233,193.01,16/01/2018 13:45,,0
509,14,146,393.34,16/01/2018 14:51,,0
523,9,82,213.63,16/01/2018 22:33,,0
524,7,97,99.03,16/01/2018 23:06,,0
530,9,197,134.52,17/01/2018 3:30,,0
531,10,12,353.05,17/01/2018 4:12,,0
532,6,395,302.9,17/01/2018 4:54,,0
535,3,195,86.27,17/01/2018 7:00,,0
537,7,167,354.2,17/01/2018 8:24,,0
547,2,234,127.06,17/01/2018 15:24,,0
558,12,368,70.56,17/01/2018 23:06,,0
559,10,254,418.08,17/01/2018 23:48,,0
564,4,21,232.18,18/01/2018 4:00,,0
567,2,260,185.32,18/01/2018 6:24,,0
574,8,66,358.6,18/01/2018 12:00,,0
577,7,389,299.95,18/01/2018 14:24,,0
579,5,298,382,18/01/2018 16:00,,0
592,7,112,248.11,19/01/2018 1:36,,0
593,6,323,154.08,19/01/2018 2:08,,0
599,12,84,346.46,19/01/2018 5:20,,0
600,4,298,144.25,19/01/2018 5:52,,0
483,13,221,385.99,16/01/2018 0:33,18/01/2018 2:15,1
484,1,257,275.83,16/01/2018 1:06,17/01/2018 9:57,1
485,1,175,34.5,16/01/2018 1:39,18/01/2018 17:26,1
486,6,212,314.67,16/01/2018 2:12,18/01/2018 7:46,1
487,9,277,40.61,16/01/2018 2:45,18/01/2018 0:42,1
488,12,49,86.81,16/01/2018 3:18,17/01/2018 6:16,1
490,4,145,90.52,16/01/2018 4:24,18/01/2018 22:12,1
491,7,50,408.52,16/01/2018 4:57,17/01/2018 14:35,1
